filing_id,cause
1031,"18 U.S.C. § 1961"
1031,"Unjust enrichment"
1032,"15 U.S.C. § 2"
1032,"7 U.S.C. § 1"
1032,"17 C.F.R. § 180.1"
1032,"18 U.S.C. § 1961"
1032,"Unjust enrichment"
1033,"18 U.S.C. § 371"
1034,"Securities Act § 5(a)"
1034,"Securities Act § 5(c)"
1036,"Securities Act § 17(a)"
1036,"Exchange Act § 10(b)"
1036,"17 C.F.R. § 240.10b-5"
1036,"Securities Act § 5(a)"
1036,"Securities Act § 5(c)"
1037,"18 U.S.C. § 981(a)(1)(A)"
1038,"18 U.S.C. § 371"
1038,"18 U.S.C. § 1349"
1039,"18 U.S.C. § 371"
1039,"18 U.S.C. § 1956(a)(1)(A)(i)"
1039,"18 U.S.C. § 1956(a)(1)(B)(i)"
1039,"21 U.S.C. § 841(a)(1)"
1039,"21 U.S.C. § 846"
1040,"Cal. Govt. Code § 12940"
1040,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
1040,"Labor Code § 1102.5"
1040,"Breach of Contract"
1041,"CEA § 6(c)(1)"
1041,"CEA § 6(c)(3)"
1041,"CEA § 22(a)(1)"
1041,"Cal. Bus. & Prof. Code § 17200"
1041,"Unjust enrichment"
1041,"CEA § 9(a)(2)"
1041,"18 U.S.C. § 1962(d)"
1041,Negligence
1041,"Books and Records Accounting"
1041,Conversion
1041,"Aiding and Abetting"
1041,Replevin
1041,"Cal. Penal Code § 496"
1042,"50 U.S.C. § 1705"
1043,"18 U.S.C. § 371"
1043,"18 U.S.C. § 1349"
1043,"18 U.S.C. § 1030(a)(2)"
1043,"18 U.S.C. § 1030(c)(2)(B)(ii)"
1043,"18 U.S.C. § 1028A"
1043,"18 U.S.C. § 981(a)(l)(C)"
1043,"18 U.S.C. § 982(a)(2)(B)"
1043,"18 U.S.C. § 1030(i)"
1043,"28 U.S.C. § 2461(c)"
1044,"18 U.S.C. § 1343"
1045,"Securities Act § 5(a)"
1045,"Securities Act § 5(c)"
1045,"Securities Act § 12(a)(1)"
1045,"18 U.S.C. § 1030"
1045,Conversion
1045,"Unjust enrichment"
1045,"Products Liability"
1046,"18 U.S.C. § 1962(d)"
1046,"18 U.S.C. § 1962(c)"
1046,"7 U.S.C. § 9(1)"
1046,"CEA § 6(c)(3)"
1046,"CEA § 9(a)(2)"
1046,"CEA § 22(a)(1)"
1046,"Cal Corp. Code § 29536"
1046,Negligence
1046,Fraud
1046,Conspiracy
1046,"Cal. Bus. & Prof. Code § 17200"
1046,"Unjust enrichment"
1046,"Constructive Trust"
1046,"Books and Records Accounting"
1047,"CEA § 4d(a)(1)"
1049,"18 U.S.C. § 1028A(a)(l)"
1049,"18 U.S.C. § 1030(b)"
1049,"18 U.S.C. § 1030(a)(4)-(c)(3)(A)"
1049,"18 U.S.C. § 1349"
1049,"18 U.S.C. § 1956 (h)"
1049,"18 U.S.C. § 982(a)(2)(B)"
1049,"18 U.S.C. § 981(a)(l)(C)"
1049,"18 U.S.C. § 1030(i)-(j)"
1049,"28 U.S.C. § 2461(c)"
1051,"28 U.S.C. §1782"
1052,"18 U.S.C. § 1030"
1052,"50 U.S.C. § 1750"
1052,"Negligent Supervision"
1052,Negligence
1052,"Cal. Const. Art. I, § 1"
1052,"Cal. Bus. & Prof. Code § 17200"
1052,"47 U.S.C. § 201"
1053,"Texas Securities Act § 12"
1053,"Texas Securities Act § 7"
1053,Fraud
1054,"Texas Securities Act § 12"
1054,"Texas Securities Act § 7"
1054,Fraud
1059,"Securities Act § 5(a)"
1059,"Securities Act § 5(c)"
1060,"Not Applicable"
1060,"Lanham Act § 43(a)"
1060,"Trademark Infringement"
1060,"Unfair Competition"
1060,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
1062,"CEA § 6(c)(1)"
1062,"17 C.F.R. § 180.1"
1062,"CEA § 2(a)(1)"
1062,"15 U.S.C. § 2"
1062,"18 U.S.C. §1962 (c)"
1062,Fraud
1062,"N.Y.G.B.L. § 349"
1063,"Securities Act § 5(a)"
1063,"Securities Act § 5(c)"
1064,"Securities Act § 5(a)"
1064,"Securities Act § 5(c)"
1065,"CEA § 6(c)(1)"
1065,"CEA § 4b"
1066,"CEA § 4(d)"
1066,"17 C.F.R. § 5.2"
1066,"CEA § 4o(1)(A)"
1066,"17 C.F.R. § 4.20(a)(1)"
1066,"17 C.F.R. § 4.20(c)"
1066,"17 C.F.R. § 4.21(a)(1)"
1066,"CEA § 4m(1)"
1066,"CEA § 4k(2)"
1066,"31 U.S.C. § 5322(e)"
1067,"Securities Act § 12(a)(2)"
1067,"Securities Act § 15"
1067,"Securities Act § 17(a)"
1067,"Exchange Act § 10(b)"
1067,"17 C.F.R. § 240.10b-5"
1067,"Exchange Act § 20(a)"
1067,"Cal. Bus. & Prof. Code § 25504"
1067,"California Corp. Code § 25401"
1067,"Cal. Bus. & Prof. Code § 17200"
1067,"Breach of Contract"
1067,"Unjust enrichment"
1067,Conversion
1067,"Promissory Estoppel"
1067,Fraud
1067,"Negligent misrepresentation"
1067,"Tortious Interference"
1068,"18 U.S.C. § 1956"
1069,"Exchange Act § 10(b)"
1069,"17 C.F.R. § 240.10b-5"
1069,"Exchange Act § 20"
1069,"Securities Act § 5(a)"
1069,"Securities Act § 12(a)(1)"
1069,"Securities Act § 15"
1069,Fraud
1070,"Exchange Act § 10(b)"
1070,"17 C.F.R. § 240.10b-5"
1070,"Securities Act § 17(a)"
1070,"Securities Act § 5(a)"
1070,"Securities Act § 5(c)"
1071,"Securities Act § 5(a)"
1071,"Securities Act § 5(c)"
1071,"Exchange Act § 15"
1072,"18 U.S.C. § 1951(a)"
1073,"Breach of Fiduciary Duty"
1073,"N.Y. Bus. Corp. Law § 720"
1073,"Breach of Contract"
1073,"Unjust enrichment"
1073,Fraud
1073,"Books and Records Accounting"
1074,"Exchange Act § 10(b)"
1074,"17 C.F.R. § 240.10b-5"
1074,"Securities Act § 17(a)"
1074,"Securities Act § 5(a)"
1074,"Securities Act § 5(c)"
1074,"Exchange Act § 5"
1074,"5 U.S.C. § 703"
1074,"Aiding and Abetting"
1075,"Securities Act § 5(a)"
1075,"Securities Act § 5(c)"
1075,"Breach of Contract"
1075,"Fraudulent Misrepresentation"
1075,"Negligent misrepresentation"
1075,"Fraudulent Concealment"
1075,"Unjust enrichment"
1075,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
1075,"Alter Ego Liability"
1075,Conspiracy
1076,"Securities Act § 5(a)"
1076,"Securities Act § 5(c)"
1076,"Breach of Contract"
1076,"Fraudulent Misrepresentation"
1076,"Negligent misrepresentation"
1076,"Fraudulent Concealment"
1076,"Unjust enrichment"
1076,"Alter Ego Liability"
1076,Conspiracy
1077,"Breach of Contract"
1077,Fraud
1077,Conversion
1077,"N.Y. U.C.C. § 2-711"
1077,"N.Y. U.C.C. § 2-713"
1077,"N.Y. U.C.C. § 2-715"
1077,"N.Y. U.C.C. § 2-716"
1078,"Lanham Act § 32(1)(a)"
1078,"Lanham Act § 43(a)"
1078,"Trademark Infringement"
1078,"Unfair Competition"
1078,"N.Y.G.B.L. § 360-K"
1078,"N.Y.G.B.L. § 360-L"
1079,"Securities Act § 17b"
1080,"Lanham Act § 32(1)(a)"
1080,"Lanham Act § 43(a)"
1080,"Lanham Act § 43(c)"
1080,"15 U.S.C. § 1125(d)"
1080,"Cal. Bus. & Prof. Code § 14200"
1080,"Cal. Bus. & Prof. Code § 17200"
1080,"Cal. Bus. & Prof. Code § 14247"
1080,"Trademark Infringement"
1081,"18 U.S.C. § 1343"
1081,"18 U.S.C. § 1956(a)(1)(B)(i)"
1081,"18 U.S.C. § 1030(a)(5)(A)"
1081,"18 U.S.C. § 1512"
1081,"18 U.S.C. § 1519"
1081,"18 U.S.C. § 981(a)(l)(C)"
1081,"18 U.S.C. § 982(A)(1)"
1081,"18 U.S.C. § 982(a)(2)(B)"
1081,"18 U.S.C. § 1030(i)"
1081,"26 U.S.C § 7201"
1081,"26 U.S.C. § 7302"
1082,"18 U.S.C. § 982(a)(2)(B)"
1082,"18 U.S.C. § 1029(a)(l)"
1082,"18 U.S.C. § 1030(b)"
1082,"18 U.S.C. § 1030(a)(5)(A)"
1082,"18 U.S.C. § 1030(c)(4)(B)(i)"
1082,"18 U.S.C. § 1030(c)(4)(A)(i)(VI)"
1082,"18 U.S.C. § 1030(i)-(j)"
1082,"18 U.S.C. § 1349"
1082,"28 U.S.C. § 2461(c)"
1083,"Securities Act § 5(a)"
1083,"Securities Act § 5(c)"
1084,"Exchange Act § 10(b)"
1084,"17 C.F.R. § 240.10b-5"
1084,"Securities Act § 17(a)"
1084,"Securities Act § 5(a)"
1084,"Securities Act § 5(c)"
1084,"Exchange Act § 9(a)(2)"
1085,"Securities Act § 12(a)(2)"
1085,"Securities Act § 15"
1085,"Securities Act § 17(a)"
1085,"Exchange Act § 10(b)"
1085,"17 C.F.R. § 240.10b-5"
1085,"Exchange Act § 20(a)"
1085,"Cal. Bus. & Prof. Code § 17200"
1085,"Breach of Contract"
1085,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
1085,"Unjust enrichment"
1085,Conversion
1085,"Promissory Estoppel"
1085,Fraud
1085,"Negligent misrepresentation"
1086,Replevin
1086,"18 U.S.C. § 1030"
1086,Fraud
1086,Conversion
1086,"Unjust enrichment"
1086,"Declaratory Relief"
1087,"N.J.S.A. § 49:3"
1088,"N.J.S.A. § 49:3"
1089,"Texas Securities Act § 12"
1089,"Texas Securities Act § 7"
1089,Fraud
1091,"31 U.S.C. § 5311"
1091,"31 U.S.C. § 5312"
1091,"31 U.S.C. § 5313"
1091,"31 U.S.C. § 5314"
1091,"31 U.S.C. § 5316"
1091,"31 U.S.C. § 5317"
1091,"31 U.S.C. § 5318"
1091,"31 U.S.C. § 5319"
1091,"31 U.S.C. § 5320"
1091,"31 U.S.C. § 5321"
1091,"31 U.S.C. § 5322"
1091,"31 U.S.C. § 5323"
1091,"31 U.S.C. § 5324"
1091,"31 U.S.C. § 5325"
1091,"31 U.S.C. § 5326"
1091,"31 U.S.C. § 5327"
1091,"31 U.S.C. § 5328"
1091,"31 U.S.C. § 5329"
1091,"31 U.S.C. § 5330"
1091,"31 U.S.C. § 5331"
1091,"31 U.S.C. § 5332"
1092,"7 U.S.C. § 9(1)"
1092,"7 U.S.C. § 13(a)(5)"
1092,"18 U.S.C. § 1343"
1093,"N.J.S.A § 49:3-60"
1093,"N.J.S.A § 49:3-56(a)"
1093,"N.J.S.A § 49:3-56(h)"
1094,"Exchange Act § 10(b)"
1094,"17 C.F.R. § 240.10b-5"
1094,"Securities Act § 15"
1094,"California Corp. Code § 25401"
1094,"Cal. Bus. & Prof. Code § 25504"
1094,"Cal. Corp. Code § 25504.1"
1094,Fraud
1094,Conspiracy
1094,"Negligent misrepresentation"
1094,Rescission
1094,"Quantum Meruit"
1094,"Cal. Bus. & Prof. Code § 17200"
1094,"Unjust enrichment"
1095,"Securities Act § 5(a)"
1095,"Securities Act § 5(c)"
1095,"Exchange Act § 10(b)"
1095,"17 C.F.R. § 240.10b-5"
1095,"Securities Act § 17(a)(1)"
1095,"Exchange Act § 9(a)(2)"
1095,"Exchange Act § 17(a)(3)"
1095,"Fla. Stat. § 517.061(11)"
1098,"Securities Act § 5(a)"
1098,"Securities Act § 5(c)"
1098,"Breach of Contract"
1098,"Fraudulent Misrepresentation"
1098,"Negligent misrepresentation"
1098,"Fraudulent Concealment"
1098,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
1098,"Alter Ego Liability"
1098,Conspiracy
1099,"18 U.S.C. § 1960"
1099,"18 U.S.C. § 981(a)(1)(A)"
1100,"Texas Securities Act § 12"
1100,"Texas Securities Act § 7"
1100,Fraud
1101,"Texas Securities Act § 12"
1101,"Texas Securities Act § 7"
1101,Fraud
1102,"Texas Securities Act § 7"
1102,"Texas Securities Act § 12"
1102,Fraud
1103,"Patent Infringement"
1104,"CEA § 6(c)(1)"
1104,"CEA § 4b"
1105,"Securities Act § 17(a)"
1105,"Exchange Act § 10(b)"
1105,"17 C.F.R. § 240.10b-5"
1105,"Exchange Act § 13(a)"
1105,"17 C.F.R. § 240.12(b)-20"
1105,"17 C.F.R. § 240.13(a)-1"
1105,"17 C.F.R. § 240.13(a)-11"
1105,"17 C.F.R. § 240.13(a)-13"
1105,"17 C.F.R. § 240.13b2-2(a)"
1105,"17 C.F.R. § 240.13b2-2(b)"
1105,"17 C.F.R. § 240.13b2-1"
1105,"17 C.F.R. 201.13a-14"
1105,"17 C.F.R. 201.13b2-2"
1106,"Securities Act § 5(a)"
1106,"Securities Act § 5(c)"
1107,"11 U.S.C. Chapter 15"
1108,"Securities Act § 17(a)"
1108,"Exchange Act § 10(b)"
1108,"17 C.F.R. § 240.10b-5"
1109,"Exchange Act § 10(b)"
1109,"17 C.F.R. § 240.10b-5"
1109,"Securities Act § 17(a)(1)"
1109,"Securities Act § 3"
1109,"Securities Act § 5(a)"
1109,"Securities Act § 5(c)"
1109,"Unjust enrichment"
1111,"Securities Act § 17(a)(2)"
1112,"Exchange Act § 10(b)"
1112,"17 C.F.R. § 240.10b-5"
1112,"Securities Act § 17(a)"
1112,"Securities Act § 5(a)"
1112,"Securities Act § 5(c)"
1114,"Securities Act § 12(a)(1)"
1114,"Securities Act § 15(a)"
1114,"Breach of Contract"
1114,"Unjust enrichment"
1114,"Fraud in the inducement"
1114,"Fraudulent Misrepresentation"
1114,"Negligent misrepresentation"
1114,Conversion
1114,Conspiracy
1115,Fraud
1115,"Negligent misrepresentation"
1115,"Breach of Fiduciary Duty"
1115,"Breach of Contract"
1115,Conversion
1115,"Unjust enrichment"
1115,"Books and Records Accounting"
1116,"Patent Infringement"
1117,"18 U.S.C. § 982(a)(2)(A)"
1117,"18 U.S.C. § 1344"
1117,"18 U.S.C. § 1349"
1117,"18 U.S.C. § 1960"
1118,"Breach of Contract"
1118,"Fraudulent Misrepresentation"
1118,"Negligent misrepresentation"
1118,"Fraudulent Concealment"
1118,"Unjust enrichment"
1118,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
1118,"18 U.S.C. § 1962(a)"
1118,"18 U.S.C. § 1962(b)"
1118,"18 U.S.C. § 1962(c)"
1118,"18 U.S.C. § 1962(d)"
1118,Conspiracy
1118,"Aiding and Abetting"
1119,"Exchange Act § 12(k)"
1120,"Securities Act § 5"
1120,"Exchange Act § 10(b)"
1120,"17 C.F.R. § 240.10b-5"
1120,"Exchange Act § 20(a)"
1120,"Securities Act § 12(a)(1)"
1120,"Securities Act § 15"
1120,Fraud
1120,"Temporary Restraining Order"
1121,"N.Y.G.B.L. § 352"
1121,"N.Y. Executive Law § 63(12)"
1122,"RCW § 21.20.430"
1123,"18 U.S.C. § 1343"
1123,"18 U.S.C. § 1349"
1123,"18 U.S.C. § 1956 (h)"
1125,"18 U.S.C. § 371"
1125,"18 U.S.C. § 982(a)(2)(A)"
1125,"18 U.S.C. § 1344"
1125,"18 U.S.C. § 1349"
1127,"Texas Securities Act § 7"
1127,"Texas Securities Act § 12"
1128,"Breach of Contract"
1128,"Quantum Meruit"
1128,"Unjust enrichment"
1131,"Securities Act § 5(a)"
1131,"Securities Act § 17(a)(2)"
1132,"18 U.S.C. § 1343"
1132,"18 U.S.C. § 981(a)(1)(C)"
1132,"28 U.S.C. § 2461(c)"
1134,"Breach of Contract"
1134,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
1134,"Unjust enrichment"
1136,"Temporary Restraining Order"
1136,"Breach of Contract"
1136,"Breach of Fiduciary Duty"
1136,Negligence
1136,Conspiracy
1136,Conversion
1136,"Aiding and Abetting"
1136,"Unjust enrichment"
1136,"Books and Records Accounting"
1137,"18 U.S.C. § 1343"
1137,"18 U.S.C. § 1957"
1137,"18 U.S.C. § 981(a)(l)(C)"
1137,"18 U.S.C. § 982(A)(1)"
1137,"28 U.S.C. § 2461"
1138,"18 U.S.C. § 1956 (h)"
1139,"Texas Securities Act § 7"
1139,"Texas Securities Act § 12"
1140,"Securities Act § 5(a)"
1140,"Securities Act § 5(c)"
1141,"Declaratory Judgment"
1141,"ORS 95"
1141,"ORS 95.230"
1141,"Veil Piercing"
1141,"Fraudulent Concealment"
1141,"Fraudulent Misrepresentation"
1141,Conspiracy
1142,"Exchange Act § 10(b)"
1142,"17 C.F.R. § 240.10b-5"
1142,"Cal. Corp. Code § 25000"
1142,"Cal. Welf. & Inst. Code § 15610"
1143,"Exchange Act § 10(b)"
1143,"17 C.F.R. § 240.10b-5"
1143,"Exchange Act § 20(a)"
1143,"Securities Act § 15(a)"
1143,"Securities Act § 5(c)"
1143,"Securities Act § 12(a)(1)"
1143,Fraud
1144,"Securities Act § 5(a)"
1144,"Securities Act § 5(c)"
1144,"Securities Act § 12(a)(1)"
1144,"Securities Act § 15(a)"
1145,"18 U.S.C. § 1030"
1145,"RCW § 9A.90.050"
1145,"RCW § 9A.90.100"
1145,Conversion
1146,"CEA § 6(c)(1)"
1146,"17 C.F.R. § 180.1"
1146,"N.Y. Penal Law § 155"
1146,"Fraudulent Misrepresentation"
1146,"Breach of Fiduciary Duty"
1146,"Loss of Opportunity"
1146,"Negligent misrepresentation"
1146,"Unjust enrichment"
1146,"Constructive Trust"
1147,"Breach of Contract"
1147,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
1147,"Declaratory Judgment"
1147,Fraud
1147,"Quantum Meruit"
1148,"Breach of Contract"
1148,"Unjust enrichment"
1149,"Securities Act § 12(a)(1)"
1149,"Exchange Act § 15(a)"
1149,"Breach of Contract"
1149,"Breach of Fiduciary Duty"
1149,"Aiding and Abetting"
1149,Fraud
1149,"Negligent misrepresentation"
1149,"Constructive Fraud"
1149,"Unjust enrichment"
1149,Conspiracy
1150,"Exchange Act § 10(b)"
1150,"17 C.F.R. § 240.10b-5"
1150,"Exchange Act § 20(a)"
1151,Conversion
1151,"Unjust enrichment"
1151,"Cal. Penal Code § 502"
1151,"18 U.S.C. § 1962(c)"
1151,"Constructive Trust"
1152,"Breach of Contract"
1152,Fraud
1152,"N.Y. JUD § 487"
1152,"KRS § 292.310"
1152,Attachment
1152,"Veil Piercing"
1153,"Fraud in the inducement"
1153,"Breach of Fiduciary Duty"
1153,"Fraudulent Misrepresentation"
1153,"Negligent misrepresentation"
1153,Rescission
1153,"Unjust enrichment"
1153,Conversion
1153,Conspiracy
1153,"Books and Records Accounting"
1153,"Constructive Trust"
1154,"KRS § 292.310"
1154,"Declaratory Judgment"
1154,"United States Constitution, Article I (Commerce Clause)"
1154,"Fourteenth Amendment"
1154,"42 U.S.C. § 1983"
1154,"42 U.S.C. § 1988"
1154,"Federal Power Act"
1154,"RCW § 54"
1154,"Wa. Const. Art. 1 Sec. 12"
1155,"Breach of Contract"
1155,"Constructive Trust"
1155,Conversion
1155,"Fraudulent Misrepresentation"
1155,"Exchange Act § 10(b)"
1155,"17 C.F.R. § 240.10b-5"
1156,"Securities Act § 12(a)(2)"
1156,"Exchange Act § 10(b)"
1156,"17 C.F.R. § 240.10b-5"
1156,"Mass. Uniform Securities Act § 101"
1156,"Breach of Contract"
1156,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
1156,"Unjust enrichment"
1156,"Breach of Fiduciary Duty"
1156,Fraud
1156,"Negligent misrepresentation"
1156,"G.L.C. 93A § 2"
1156,"G.L.C. 93A § 11"
1157,"Securities Act § 5(a)"
1157,"Securities Act § 5(c)"
1158,"15 U.S.C. § 2"
1158,"Negligent misrepresentation"
1158,Negligence
1158,"Equitable Estoppel"
1158,"Unjust enrichment"
1158,Conversion
1158,"KRS § 292.310"
1159,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
1159,"Cal. Bus. & Prof. Code § 17200"
1159,"Negligent misrepresentation"
1160,"Fraud in the inducement"
1160,"Breach of Contract"
1161,"Securities Act § 17b"
1162,"Securities Act § 17b"
1163,"Breach of Contract"
1163,"Promissory Estoppel"
1164,"Texas Securities Act § 12"
1164,"Texas Securities Act § 7"
1164,Fraud
1165,"15 U.S.C. § 78j(b)"
1165,"15 U.S.C. § 78ff"
1165,"17 C.F.R. § 240.10b-5(a)"
1165,"18 U.S.C. § 1343"
1165,"18 U.S.C. § 981(a)(1)(C)"
1165,"28 U.S.C. § 2461(c)"
1166,"Breach of Fiduciary Duty"
1166,Conversion
1166,Fraud
1166,"17 C.F.R. § 240.10b-5"
1166,"8 Del. C. § 124"
1167,"11 U.S.C. Chapter 11"
1169,"Securities Act § 5(a)"
1169,"Securities Act § 5(c)"
1170,"Securities Act § 5(a)"
1170,"Securities Act § 5(c)"
1171,"Securities Act § 12(a)(2)"
1171,"Exchange Act § 15(a)"
1171,"Exchange Act § 10(b)"
1171,"17 C.F.R. § 240.10b-5"
1171,"Exchange Act § 20(a)"
1171,Fraud
1172,"Exchange Act § 5"
1173,"Breach of Contract"
1173,"Violation of Trade Secrets"
1173,"Cal. Bus. & Prof. Code § 17200"
1174,"Enforcement of Order"
1174,"Breach of Contract"
1174,"Tortious Interference"
1174,"Declaratory Judgment"
1175,"18 U.S.C. § 1030"
1175,"18 U.S.C. § 1030(a)(5)(A)"
1175,"RCW § 9A.90.040"
1175,"RCW § 9A.90.100"
1175,Conversion
1176,"Breach of Contract"
1177,"Securities Act § 5"
1177,"Securities Act § 12(a)(1)"
1177,"Securities Act § 15"
1177,"California Corp. Code § 25110"
1177,"Cal. Corp. Code § 25503"
1177,"California Corp. Code § 25401"
1177,"Cal. Bus. & Prof. Code § 25504"
1177,"Cal. Bus. & Prof. Code § 17500"
1177,"Cal. Bus. & Prof. Code § 17200"
1178,"Texas Securities Act § 12"
1178,"Texas Securities Act § 7"
1178,Fraud
1179,"Texas Securities Act § 7"
1179,"Texas Securities Act § 12"
1179,Fraud
1180,"Breach of Fiduciary Duty"
1180,"Unjust enrichment"
1180,"Abuse of Control"
1180,"Corporate Waste"
1181,"Securities Act § 12(a)(1)"
1181,"Securities Act § 15(a)"
1181,"O.C.G.A. § 10-5-20"
1183,"Breach of Fiduciary Duty"
1183,"Unjust enrichment"
1183,"Corporate Waste"
1185,"Breach of Contract"
1185,"Unjust enrichment"
1185,"Account Stated"
1186,"Declaratory Judgment"
1186,"47 C.F.R. § 206.222"
1186,"47 C.F.R. § 64.2001"
1186,Negligence
1186,"Negligent misrepresentation"
1186,"Negligent Supervision"
1186,"Breach of Contract"
1186,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
1188,"Declaratory Judgment"
1188,"47 C.F.R. § 206.222"
1188,"47 C.F.R. § 64.2001"
1188,Negligence
1188,"Negligent misrepresentation"
1188,"Negligent Supervision"
1188,"Breach of Contract"
1188,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
1189,"N.D.C.C. § 10-04"
1190,"N.D.C.C. § 10-04"
1191,Fraud
1191,Conversion
1191,"Unjust enrichment"
1191,"Breach of Contract"
1191,"Unfair Competition"
1191,"Faithless Servant"
1191,"Tortious Interference"
1191,"Constructive Trust"
1191,"Declaratory Relief"
1191,"Permanent Injunction"
1192,"Securities Act § 19(c)"
1192,"Exchange Act § 21"
1193,"Exchange Act § 10(b)"
1193,"17 C.F.R. § 240.10b-5"
1193,"Securities Act § 17(a)"
1193,"Securities Act § 5(a)"
1193,"Securities Act § 5(c)"
1193,"Exchange Act § 5"
1194,"N.D.C.C. § 10-04"
1195,"C.R.S. § 11-51-301"
1195,"C.R.S. § 11-51-501(1)"
1196,"Exchange Act § 10(b)"
1196,"17 C.F.R. § 240.10b-5"
1196,"Exchange Act § 9(a)(1)"
1196,"Exchange Act § 9(f)"
1196,"Exchange Act § 20(a)"
1197,"CEA § 4b(a)(2)(A)"
1197,"17 C.F.R. § 4.21"
1197,"17 C.F.R. § 3.12(a)"
1197,"CEA § 6(c)(1)"
1197,"CEA § 4b"
1198,"Securities Act § 5(c)"
1198,"Exchange Act § 6(1)"
1198,"Exchange Act § 15(a)(1)"
1199,"CEA § 4(a)"
1199,"CEA § 4d(a)(1)"
1199,"CEA § 6(c)(3)"
1200,"18 U.S.C. § 981(a)(1)(A)"
1200,"18 U.S.C. § 371"
1200,"18 U.S.C. § 1960"
1203,"Lanham Act § 32(1)(a)"
1203,"Unfair Competition"
1203,"N.Y.G.B.L. § 350"
1203,"N.Y.G.B.L. § 349"
1203,"N.Y.G.B.L. § 360-L"
1203,Misappropriation
1204,"N.D.C.C. § 10-04"
1205,"N.D.C.C. § 10-04"
1207,"Breach of Fiduciary Duty"
1207,"Aiding and Abetting"
1207,"Tortious Interference"
1207,Conspiracy
1207,"Unjust enrichment"
1208,"17 C.F.R. § 240.10b-5(a)"
1208,"17 C.F.R. § 240.10b-5"
1208,"Negligent misrepresentation"
1208,"Securities Act § 5"
1208,"NASD Rule 3040"
1208,"FINRA Rule 3280"
1209,"Exchange Act § 15(a)"
1209,"Securities Act § 5(a)"
1209,"Securities Act § 5(c)"
1210,"Advisers Act § 203(c)"
1210,"Advisers Act § 203(f)"
1210,"Advisers Act § 203(k)"
1210,"Investment Company Act § 9(f)"
1211,"Breach of Fiduciary Duty"
1211,Fraud
1211,"Constructive Trust"
1211,"Books and Records Accounting"
1213,"Exchange Act § 12(k)"
1214,"Exchange Act § 10(b)"
1214,"17 C.F.R. § 240.10b-5"
1214,"Securities Act § 17(a)"
1214,"Securities Act § 17(b)"
1214,"Exchange Act § 9a"
1214,"Securities Act § 5(a)"
1214,"Securities Act § 5(c)"
1214,"Exchange Act § 13(d)"
1214,"Exchange Act § 13(d)-1(a)"
1214,"Aiding and Abetting"
1215,"Breach of Contract"
1215,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
1215,"N.Y. Labor Law § 191-C"
1215,"New York Labor Law"
1216,"Fraud in the inducement"
1216,"Negligent misrepresentation"
1216,"Negligent Supervision"
1216,"Constructive Trust"
1217,"C.R.S. § 11-51-501(1)"
1217,"C.R.S. § 11-51-301"
1218,"C.R.S. § 11-51-501(1)"
1218,"C.R.S. § 11-51-301"
1219,"N.Y.G.B.L. § 352"
1220,"18 U.S.C. § 1343"
1221,"Securities Act § 17(a)"
1221,"Exchange Act § 10(b)"
1221,"17 C.F.R. § 240.10b-5"
1226,"Declaratory Relief"
1226,"47 U.S.C. § 206"
1226,"47 U.S.C. § 222"
1226,"Cal. Penal Code § 502"
1226,"Cal. Bus. & Prof. Code § 17200"
1226,"Cal. Consumer Legal Remedies Act § 1750"
1226,"Cal. Civ. Code § 1709"
1226,"Cal. Civ. Code § 1710"
1226,"Fraudulent Misrepresentation"
1226,Negligence
1226,"Negligent Supervision"
1226,"Negligent Hiring"
1226,"Breach of Contract"
1226,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
1227,"Securities Act § 5(a)"
1227,"Securities Act § 5(c)"
1227,"Exchange Act § 10(b)"
1227,"17 C.F.R. § 240.10b-5"
1228,"Securities Act § 5"
1228,"Securities Act § 12(a)(1)"
1228,"Securities Act § 15"
1229,"C.R.S. § 11-51-301"
1229,"C.R.S. § 11-51-501(1)"
1230,"C.R.S. § 11-51-301"
1230,"C.R.S. § 11-51-501(1)"
1232,"18 U.S.C. § 1960(a)"
1232,"31 U.S.C. § 5318(h)"
1232,"18 U.S.C. §1956(a)(2)(A)"
1232,"18 U.S.C. § 371"
1232,"31 U.S.C. § 5324(c)"
1232,"18 U.S.C. § 982(A)(1)"
1232,"18 U.S.C. § 982(b)(1)"
1232,"31 U.S.C. § 5317(c)(1)(A)"
1232,"31 U.S.C. § 5317(c)(1)(B)"
1233,"Securities Act § 5"
1233,"Securities Act § 12(a)(1)"
1233,"Securities Act § 15"
1235,"Exchange Act § 10(b)"
1235,"17 C.F.R. § 240.10b-5"
1235,"Securities Act § 5"
1235,"Tex. Rev. Civ. Stat. § 581-33"
1235,"Fla. Stat. Ann. § 726.105"
